source_name,target_name,rating,time,str_time
Alfred Sowl,Ronald Hale,1,1324568248,2011-12-23 0:37
Alfred Sowl,Vera Chafin,1,1324578972,2011-12-23 3:36
Vera Chafin,Alfred Sowl,1,1324589729,2011-12-23 6:35
Georgia Wells,Catherine Risinger,1,1324591477,2011-12-23 7:04
James Reyes,Brenda Leclair,10,1324593894,2011-12-23 7:44
Stanley Avery,Brenda Leclair,10,1324596593,2011-12-23 8:29
Stanley Avery,Priscilla Sears,9,1324596652,2011-12-23 8:30
Catherine Risinger,Georgia Wells,1,1324605208,2011-12-23 10:53
Wanda Jackson,Jane Erikson,2,1324608350,2011-12-23 11:45
Jane Erikson,Wanda Jackson,5,1324608354,2011-12-23 11:45
Estelle Leon,Mary Tisby,1,1324616363,2011-12-23 13:59
Sheila Swain,Lucy Davis,1,1324618105,2011-12-23 14:28
Lucy Davis,Sheila Swain,1,1324618419,2011-12-23 14:33
Mary Tisby,Estelle Leon,1,1324650027,2011-12-23 23:20
Elsa Dillon,Erin Hermann,1,1324653983,2011-12-24 0:26
Marvin Wade,Erin Hermann,1,1324657866,2011-12-24 1:31
Marvin Wade,Roselyn Mcdonald,1,1324662504,2011-12-24 2:48
Estelle Leon,Kate Lee,3,1324662641,2011-12-24 2:50
Kate Lee,Estelle Leon,1,1324662679,2011-12-24 2:51
Roselyn Mcdonald,Marvin Wade,1,1324664078,2011-12-24 3:14
Judy Davis,Lilly Stewart,1,1324667478,2011-12-24 4:11
Judy Davis,Iris Britt,1,1324667488,2011-12-24 4:11
Judy Davis,Maria Thomas,1,1324667498,2011-12-24 4:11
Lilly Stewart,Judy Davis,1,1324667575,2011-12-24 4:12
Michael Praino,Lawrence Utter,2,1324668838,2011-12-24 4:33
Erin Hermann,Roselyn Mcdonald,1,1324672910,2011-12-24 5:41
Vera Chafin,Erin Hermann,1,1324673955,2011-12-24 5:59
Vera Chafin,Sydney Gardiner,1,1324677399,2011-12-24 6:56
Sydney Gardiner,Vera Chafin,1,1324677622,2011-12-24 7:00
Carol Beaumont,Michael Praino,1,1324690651,2011-12-24 10:37
Michael Praino,Carol Beaumont,1,1324695788,2011-12-24 12:03
Calvin Lopez,Iris Britt,1,1324695911,2011-12-24 12:05
Mary Tisby,Lisa Terry,2,1324695938,2011-12-24 12:05
Iris Britt,Calvin Lopez,1,1324696016,2011-12-24 12:06
Calvin Lopez,Kimberly Walker,3,1324696258,2011-12-24 12:10
Vera Chafin,Lawrence Utter,5,1324702206,2011-12-24 13:50
Vera Chafin,Tony Creek,3,1324741809,2011-12-25 0:50
Mary Tisby,Regina Mattioli,1,1324758726,2011-12-25 5:32
Regina Mattioli,Mary Tisby,1,1324758814,2011-12-25 5:33
Rosa Hillard,Wanda Jackson,3,1324763465,2011-12-25 6:51
Wanda Jackson,Rosa Hillard,2,1324763469,2011-12-25 6:51
Lawrence Utter,George Mclaughlin,1,1324771011,2011-12-25 8:56
George Mclaughlin,Lawrence Utter,4,1324771103,2011-12-25 8:58
Calvin Lopez,George Mclaughlin,1,1324772714,2011-12-25 9:25
Kimberly Walker,Calvin Lopez,4,1324780655,2011-12-25 11:37
Marvin Thomas,Deborah Deeds,1,1324831947,2011-12-26 1:52
Deborah Deeds,Marvin Thomas,1,1324832425,2011-12-26 2:00
Tracy Hadley,Margie Alston,1,1324844969,2011-12-26 5:29
Margie Alston,Tracy Hadley,1,1324845180,2011-12-26 5:33
Deborah Tomas,Deborah Deeds,2,1324855542,2011-12-26 8:25
Deborah Deeds,Deborah Tomas,1,1324855623,2011-12-26 8:27
Mary Tisby,Deborah Deeds,1,1324856274,2011-12-26 8:37
Regina Mattioli,Lilly Stewart,1,1324859801,2011-12-26 9:36
Lilly Stewart,Regina Mattioli,1,1324860098,2011-12-26 9:41
Marion Fairchild,Dorothy Velasquez,1,1324863222,2011-12-26 10:33
Dorothy Velasquez,Marion Fairchild,1,1324863272,2011-12-26 10:34
Calvin Lopez,Margie Alston,1,1324866565,2011-12-26 11:29
Margie Alston,Calvin Lopez,1,1324867513,2011-12-26 11:45
Marvin Thomas,Gertrude Schweiger,1,1324871076,2011-12-26 12:44
Gertrude Schweiger,Marvin Thomas,1,1324871194,2011-12-26 12:46
Margie Alston,Marion Fairchild,2,1324873679,2011-12-26 13:27
Marion Fairchild,Margie Alston,2,1324873713,2011-12-26 13:28
Robert Rivera,Estelle Leon,1,1324875437,2011-12-26 13:57
Iris Britt,Vera Chafin,10,1324875617,2011-12-26 14:00
Gerald Meeter,Lisa Yeaton,7,1324906929,2011-12-26 22:42
Vera Chafin,Anna Cerda,1,1324921092,2011-12-27 2:38
Gertrude Schweiger,Calvin Lopez,1,1324936814,2011-12-27 7:00
Calvin Lopez,Gertrude Schweiger,1,1324936817,2011-12-27 7:00
Roberta Higgs,Alfred Sowl,2,1324949028,2011-12-27 10:23
Roberta Higgs,Mary Tisby,2,1324950252,2011-12-27 10:44
Mary Tisby,Roberta Higgs,2,1324950303,2011-12-27 10:45
Lisa Lamon,Deborah Tomas,1,1324970239,2011-12-27 16:17
Judy Davis,Christopher Burke,1,1324994362,2011-12-27 22:59
Christopher Burke,Judy Davis,1,1324998800,2011-12-28 0:13
Vera Chafin,Jane Erikson,2,1325000775,2011-12-28 0:46
Jane Erikson,Vera Chafin,5,1325000777,2011-12-28 0:46
Margaret Gish,Vera Chafin,4,1325010943,2011-12-28 3:35
Vera Chafin,Michael Praino,1,1325021964,2011-12-28 6:39
Deborah Tomas,Kimberly Walker,2,1325027219,2011-12-28 8:06
Kimberly Walker,Deborah Tomas,2,1325027258,2011-12-28 8:07
Mary Tisby,Robert Westbrook,1,1325027259,2011-12-28 8:07
Robert Westbrook,Mary Tisby,1,1325027269,2011-12-28 8:07
Wanda Jackson,Cuc Davis,3,1325042051,2011-12-28 12:14
George Mclaughlin,Wanda Jackson,2,1325050571,2011-12-28 14:36
Wanda Jackson,George Mclaughlin,2,1325050718,2011-12-28 14:38
Ronald Hale,Luis Rivers,1,1325063003,2011-12-28 18:03
Jessie Pereira,Robert Barnes,1,1325070834,2011-12-28 20:13
Priscilla Sears,Brenda Leclair,10,1325095112,2011-12-29 2:58
Rosa Hillard,Vera Chafin,4,1325106914,2011-12-29 6:15
Vera Chafin,Rosa Hillard,4,1325106922,2011-12-29 6:15
Lawrence Utter,Roberta Higgs,2,1325113653,2011-12-29 8:07
Vera Chafin,Deborah Deeds,1,1325115164,2011-12-29 8:32
Deborah Deeds,Vera Chafin,1,1325115281,2011-12-29 8:34
Deborah Deeds,Wanda Jackson,1,1325115288,2011-12-29 8:34
Wanda Jackson,Deborah Deeds,1,1325115313,2011-12-29 8:35
Nora Tabor,John Spellman,5,1325117790,2011-12-29 9:16
Vera Chafin,Nora Tabor,3,1325127548,2011-12-29 11:59
Nora Tabor,Vera Chafin,4,1325127670,2011-12-29 12:01
Robert Hall,Estelle Leon,1,1325128124,2011-12-29 12:08
Estelle Leon,Robert Hall,1,1325128200,2011-12-29 12:09
John Spellman,Nicole Richards,1,1325137743,2011-12-29 14:49
Nicole Richards,John Spellman,1,1325137814,2011-12-29 14:50
Frank Eskew,Norma Mertens,5,1325161427,2011-12-29 21:23
Erin Hermann,James Reyes,1,1325171141,2011-12-30 0:05
Tony Creek,John Cline,1,1325174423,2011-12-30 1:00
John Cline,Tony Creek,1,1325174669,2011-12-30 1:04
Nicole Richards,Robert Hall,1,1325177690,2011-12-30 1:54
Robert Hall,Nicole Richards,1,1325177699,2011-12-30 1:54
James Reyes,Erin Hermann,1,1325182796,2011-12-30 3:19
Marvin Thomas,Stephanie Adams,1,1325189236,2011-12-30 5:07
Stephanie Adams,Marvin Thomas,3,1325189601,2011-12-30 5:13
Vera Chafin,Evelyn Carter,1,1325193282,2011-12-30 6:14
Evelyn Carter,Vera Chafin,1,1325193769,2011-12-30 6:22
Margie Alston,Ryan Beltrami,1,1325195937,2011-12-30 6:58
Ryan Beltrami,Margie Alston,1,1325196020,2011-12-30 7:00
Margie Alston,Deborah Tomas,1,1325215135,2011-12-30 12:18
Deborah Tomas,Margie Alston,1,1325215169,2011-12-30 12:19
Wanda Jackson,Anna Cerda,1,1325221862,2011-12-30 14:11
Nora Tabor,Margie Alston,1,1325221891,2011-12-30 14:11
Margie Alston,Nora Tabor,1,1325221992,2011-12-30 14:13
Robyn Singleton,Gerald Ogrady,1,1325254871,2011-12-30 23:21
James Coleman,Brian Tarrant,1,1325261698,2011-12-31 1:14
Brian Tarrant,James Coleman,1,1325261772,2011-12-31 1:16
James Reyes,Mary Mirza,4,1325267244,2011-12-31 2:47
Marquis Bowers,Arnold Karr,1,1325267661,2011-12-31 2:54
Anna Cerda,Wanda Jackson,1,1325268850,2011-12-31 3:14
Vera Chafin,Lester Mcfate,3,1325292676,2011-12-31 9:51
Estelle Leon,Gertrude Schweiger,1,1325301576,2011-12-31 12:19
Gertrude Schweiger,Estelle Leon,1,1325301619,2011-12-31 12:20
Tony Creek,Lilly Stewart,1,1325304037,2011-12-31 13:00
Lilly Stewart,Tony Creek,1,1325304328,2011-12-31 13:05
Lilly Stewart,Taryn Garza,1,1325359353,2012-01-01 4:22
Roberta Higgs,Tony Creek,1,1325370257,2012-01-01 7:24
Brian Wiggins,Allen Hopkins,5,1325389796,2012-01-01 12:49
Nicole Richards,Donna Rodriguez,1,1325394257,2012-01-01 14:04
Donna Rodriguez,Nicole Richards,1,1325394330,2012-01-01 14:05
Robert Barnes,Jessie Pereira,2,1325434357,2012-01-02 1:12
Tony Creek,Arnold Karr,1,1325443803,2012-01-02 3:50
Tony Creek,Roberta Higgs,1,1325443874,2012-01-02 3:51
Arnold Karr,Tony Creek,1,1325444198,2012-01-02 3:56
Judy Myles,Robert Didonato,1,1325444923,2012-01-02 4:08
John Spellman,Lidia Williams,1,1325454846,2012-01-02 6:54
Lidia Williams,John Spellman,1,1325455265,2012-01-02 7:01
Gertrude Schweiger,Maurice Stanley,1,1325473671,2012-01-02 12:07
Maurice Stanley,Gertrude Schweiger,1,1325473784,2012-01-02 12:09
Calvin Lopez,Geraldo Fink,1,1325484548,2012-01-02 15:09
Geraldo Fink,Calvin Lopez,1,1325484582,2012-01-02 15:09
Marvin Thomas,Calvin Lopez,1,1325484965,2012-01-02 15:16
Calvin Lopez,Marvin Thomas,1,1325485041,2012-01-02 15:17
Anthony Leahy,Frank Eskew,2,1325488180,2012-01-02 16:09
Frank Eskew,Anthony Leahy,4,1325488769,2012-01-02 16:19
Wanda Jackson,Samuel Collier,2,1325489958,2012-01-02 16:39
Samuel Collier,Wanda Jackson,2,1325490018,2012-01-02 16:40
Maurice Stanley,Wanda Jackson,1,1325510369,2012-01-02 22:19
Wanda Jackson,Maurice Stanley,1,1325510586,2012-01-02 22:23
Robert Weiner,Vera Chafin,1,1325529590,2012-01-03 3:39
Judy Davis,Brian Purcell,1,1325537086,2012-01-03 5:44
Brian Purcell,Judy Davis,1,1325537389,2012-01-03 5:49
Gerald Meeter,Billy Phillips,1,1325541957,2012-01-03 7:05
Billy Phillips,Gerald Meeter,1,1325542752,2012-01-03 7:19
Jessie Pereira,Emmett Laine,1,1325546981,2012-01-03 8:29
Emmett Laine,Jessie Pereira,1,1325548360,2012-01-03 8:52
Geraldo Fink,Don Hudson,10,1325551509,2012-01-03 9:45
Robert Weiner,Don Hudson,10,1325551556,2012-01-03 9:45
Roberta Higgs,Alfredo Mcleod,1,1325551876,2012-01-03 9:51
Vera Chafin,Robert Weiner,3,1325553457,2012-01-03 10:17
Marvin Thomas,Ronald Mcpherson,1,1325586230,2012-01-03 19:23
Ronald Mcpherson,Stanley Avery,2,1325586596,2012-01-03 19:29
Robert Weiner,Julie Goldberg,10,1325602259,2012-01-03 23:50
Ronald Mcpherson,Gerald Meeter,-1,1325603539,2012-01-04 0:12
Lawrence Utter,Gerald Meeter,1,1325604707,2012-01-04 0:31
James Doyle,Gerald Meeter,-1,1325605298,2012-01-04 0:41
Estelle Leon,Tony Creek,1,1325628991,2012-01-04 7:16
Georgia Wells,Erin Hermann,2,1325698087,2012-01-05 2:28
Erin Hermann,Georgia Wells,2,1325698231,2012-01-05 2:30
Sheila Taylor,Michael Weatherall,1,1325704593,2012-01-05 4:16
Gerald Meeter,John Eby,-10,1325706053,2012-01-05 4:40
Erin Hermann,Ronald Mcpherson,1,1325725804,2012-01-05 10:10
Mary Schafer,Erin Hermann,5,1325727841,2012-01-05 10:44
Erin Hermann,Mary Schafer,5,1325728316,2012-01-05 10:51
Annie Epstein,Beatriz Tardy,1,1325730532,2012-01-05 11:28
Roberta Higgs,Ida Alligood,1,1325731277,2012-01-05 11:41
Don Hudson,Taryn Garza,6,1325731951,2012-01-05 11:52
Beatriz Tardy,Annie Epstein,1,1325732466,2012-01-05 12:01
Ida Alligood,Roberta Higgs,3,1325739152,2012-01-05 13:52
Lawrence Utter,Robert Hall,3,1325739699,2012-01-05 14:01
Ronald Mcpherson,Erin Hermann,2,1325754375,2012-01-05 18:06
Roselyn Mcdonald,Erin Hermann,2,1325777731,2012-01-06 0:35
Judy Davis,Douglas Sweet,1,1325778321,2012-01-06 0:45
Judy Davis,Roberta Higgs,2,1325778653,2012-01-06 0:50
Roberta Higgs,Judy Davis,2,1325779305,2012-01-06 1:01
Lawrence Utter,James Coleman,1,1325781734,2012-01-06 1:42
Roselyn Mcdonald,Robert Weiner,-1,1325781881,2012-01-06 1:44
Edwin Owens,Patricia Hudson,1,1325782726,2012-01-06 1:58
Edwin Owens,Robert Smith,1,1325782911,2012-01-06 2:01
Patricia Hudson,Merle Mcintyre,2,1325784367,2012-01-06 2:26
Merle Mcintyre,Patricia Hudson,2,1325784422,2012-01-06 2:27
Vera Chafin,Floyd Jarboe,2,1325787608,2012-01-06 3:20
Terry Schrandt,James Reyes,2,1325787961,2012-01-06 3:26
Floyd Jarboe,Vera Chafin,1,1325788863,2012-01-06 3:41
Lester Mcfate,Vera Chafin,3,1325788942,2012-01-06 3:42
Roberta Higgs,Ellis Hennings,1,1325792809,2012-01-06 4:46
Ellis Hennings,Roberta Higgs,1,1325793260,2012-01-06 4:54
Kate Lee,Edith Spence,3,1325810661,2012-01-06 9:44
Roberta Higgs,Robert Hall,1,1325813730,2012-01-06 10:35
Robert Hall,Roberta Higgs,1,1325813768,2012-01-06 10:36
Therese Pugh,Ervin Majewski,1,1325825514,2012-01-06 13:51
Ervin Majewski,Therese Pugh,1,1325825527,2012-01-06 13:52
Emilio Smith,John Fowler,2,1325852492,2012-01-06 21:21
John Fowler,Emilio Smith,1,1325853178,2012-01-06 21:32
Vera Chafin,Tommy Torres,1,1325858850,2012-01-06 23:07
Tommy Torres,Vera Chafin,1,1325858963,2012-01-06 23:09
Phillip Bradshaw,Vera Chafin,2,1325871969,2012-01-07 2:46
Vera Chafin,Phillip Bradshaw,2,1325871999,2012-01-07 2:46
James Coleman,Marvin Thomas,1,1325887269,2012-01-07 7:01
Marvin Thomas,James Coleman,1,1325891399,2012-01-07 8:09
Norma Mertens,Frank Eskew,3,1325891960,2012-01-07 8:19
Ervin Majewski,Amy Sinclair,-10,1325906246,2012-01-07 12:17
Calvin Anderson,Vera Chafin,3,1325911022,2012-01-07 13:37
Norma Mertens,Beatriz Tardy,1,1325932017,2012-01-07 19:26
Judy Davis,Mary Elletson,1,1325937233,2012-01-07 20:53
John Spellman,John Brown,2,1325965759,2012-01-08 4:49
John Brown,John Spellman,2,1325965839,2012-01-08 4:50
Cuc Davis,Wanda Jackson,3,1325975629,2012-01-08 7:33
Andrea Weber,Tony Creek,1,1325983583,2012-01-08 9:46
Erin Ross,Gary Stone,2,1326014994,2012-01-08 18:29
Gary Stone,Erin Ross,2,1326015042,2012-01-08 18:30
Lester Mcfate,George Mclaughlin,2,1326027082,2012-01-08 21:51
George Mclaughlin,Estelle Leon,1,1326033587,2012-01-08 23:39
Brenda Leclair,Josephine Ball,1,1326036387,2012-01-09 0:26
Carol Beaumont,Erin Ross,10,1326042196,2012-01-09 2:03
David Young,Erin Ross,1,1326047536,2012-01-09 3:32
Erin Ross,David Young,1,1326047628,2012-01-09 3:33
Josephine Ball,Brenda Leclair,1,1326053458,2012-01-09 5:10
Andrea Weber,Fannie Stewart,1,1326061837,2012-01-09 7:30
Fannie Stewart,Andrea Weber,1,1326061868,2012-01-09 7:31
Steven Premo,Charles Fisk,1,1326070591,2012-01-09 9:56
Charles Fisk,Steven Premo,1,1326070933,2012-01-09 10:02
Rosa Hillard,John Spellman,10,1326085154,2012-01-09 13:59
John Spellman,Rosa Hillard,3,1326085210,2012-01-09 14:00
Tony Creek,Gary Stone,1,1326098157,2012-01-09 17:35
Gary Stone,Tony Creek,1,1326098159,2012-01-09 17:35
Judy Davis,Gary Stone,1,1326104756,2012-01-09 19:25
James Coleman,Lisa Terry,1,1326125846,2012-01-10 1:17
Marion Fairchild,Estelle Leon,1,1326125884,2012-01-10 1:18
Estelle Leon,Marion Fairchild,1,1326125900,2012-01-10 1:18
Lisa Terry,Andrea Weber,1,1326155350,2012-01-10 9:29
Andrea Weber,Lisa Terry,1,1326155373,2012-01-10 9:29
Lawrence Utter,Marquis Bowers,1,1326175093,2012-01-10 14:58
Mark Perez,Marquis Bowers,1,1326182520,2012-01-10 17:02
Marquis Bowers,Mark Perez,1,1326182548,2012-01-10 17:02
Tony Creek,Mark Perez,1,1326186899,2012-01-10 18:14
Mark Perez,Tony Creek,1,1326186951,2012-01-10 18:15
Tony Creek,Patricia Richardson,1,1326187033,2012-01-10 18:17
Vera Chafin,Calvin Anderson,2,1326217211,2012-01-11 2:40
Tony Creek,Tracy Hadley,1,1326221405,2012-01-11 3:50
Marvin Thomas,Marion Fairchild,2,1326222516,2012-01-11 4:08
Marion Fairchild,Marvin Thomas,3,1326222537,2012-01-11 4:08
Tracy Hadley,Tony Creek,1,1326224503,2012-01-11 4:41
Norma Kemp,Harold Brown,1,1326245063,2012-01-11 10:24
Harold Brown,Norma Kemp,5,1326245158,2012-01-11 10:25
Andrea Weber,Monica Drew,8,1326250886,2012-01-11 12:01
Monica Drew,Andrea Weber,8,1326251170,2012-01-11 12:06
Ida Alligood,Lisa Lamon,2,1326259044,2012-01-11 14:17
Judy Davis,James Broussard,1,1326262451,2012-01-11 15:14
Mary Elletson,Judy Davis,1,1326263721,2012-01-11 15:35
Mary Mirza,Erin Hermann,5,1326294513,2012-01-12 0:08
Erin Hermann,Mary Mirza,5,1326294580,2012-01-12 0:09
Mary Mirza,Vera Chafin,5,1326295193,2012-01-12 0:19
Vera Chafin,Mary Mirza,5,1326295243,2012-01-12 0:20
James Coleman,Kenneth Wilson,1,1326304554,2012-01-12 2:55
Kenneth Wilson,James Coleman,1,1326304610,2012-01-12 2:56
Lucy Davis,Mary Schafer,1,1326315724,2012-01-12 6:02
Mary Schafer,Lucy Davis,1,1326315896,2012-01-12 6:04
Norma Kemp,Daniel Blair,1,1326331270,2012-01-12 10:21
Daniel Blair,Norma Kemp,1,1326331565,2012-01-12 10:26
Estelle Leon,Amy Sinclair,-10,1326345493,2012-01-12 14:18
Iris Britt,Georgia Wells,1,1326356980,2012-01-12 17:29
Michael Praino,Lisa Terry,2,1326374875,2012-01-12 22:27
Michael Praino,Vera Chafin,2,1326374905,2012-01-12 22:28
Michael Praino,Marvin Thomas,1,1326374953,2012-01-12 22:29
Erin Hermann,Jolene Wong,-10,1326385364,2012-01-13 1:22
Marvin Thomas,Tony Creek,6,1326389101,2012-01-13 2:25
Jessie Pereira,Don Hudson,1,1326396305,2012-01-13 4:25
Don Hudson,Jessie Pereira,1,1326396349,2012-01-13 4:25
Marvin Thomas,Marquis Bowers,5,1326411209,2012-01-13 8:33
Marvin Thomas,Emilio Smith,4,1326411238,2012-01-13 8:33
John Eby,Deborah Deeds,-5,1326418421,2012-01-13 10:33
John Spellman,Gary Stone,1,1326432236,2012-01-13 14:23
Iris Britt,Lisa Terry,2,1326435447,2012-01-13 15:17
Lisa Terry,Iris Britt,1,1326435695,2012-01-13 15:21
Erin Hermann,Ryan Venegas,1,1326448044,2012-01-13 18:47
Erin Hermann,Robert Barnes,1,1326454097,2012-01-13 20:28
Vera Chafin,Ethel Laris,1,1326466306,2012-01-13 23:51
Alice Coffey,Vera Chafin,2,1326477570,2012-01-14 2:59
Erin Ross,Tony Creek,1,1326487588,2012-01-14 5:46
Tony Creek,Jonathan Howlett,1,1326516923,2012-01-14 13:55
Byron Taylor,Felicia Hopkins,1,1326523188,2012-01-14 15:39
Felicia Hopkins,Byron Taylor,1,1326523253,2012-01-14 15:40
Elizabeth May,Ed Mctaggart,1,1326569925,2012-01-15 4:38
Ed Mctaggart,Elizabeth May,1,1326570261,2012-01-15 4:44
Norma Kemp,Elisha Boone,1,1326577511,2012-01-15 6:45
Kate Lee,Marvin Thomas,2,1326580498,2012-01-15 7:34
Kate Lee,David Billings,-1,1326580514,2012-01-15 7:35
Emmett Laine,Felicia Hopkins,1,1326582007,2012-01-15 8:00
Felicia Hopkins,Emmett Laine,1,1326584392,2012-01-15 8:39
Lucy Davis,Roberta Higgs,1,1326587835,2012-01-15 9:37
Roberta Higgs,Lucy Davis,2,1326587973,2012-01-15 9:39
Lucy Davis,Erin Hermann,3,1326588733,2012-01-15 9:52
James Reyes,Richard Scannell,2,1326649060,2012-01-16 2:37
Taryn Garza,Vera Chafin,3,1326655247,2012-01-16 4:20
Norma Kemp,James Fritz,2,1326659682,2012-01-16 5:34
James Fritz,Norma Kemp,2,1326659727,2012-01-16 5:35
Vera Chafin,Alice Coffey,3,1326670543,2012-01-16 8:35
Vera Chafin,Taryn Garza,3,1326670562,2012-01-16 8:36
Norma Kemp,Lawrence Utter,1,1326681101,2012-01-16 11:31
Ethel Laris,Vera Chafin,5,1326724338,2012-01-16 23:32
Judy Davis,Catherine Ortiz,1,1326742933,2012-01-17 4:42
Cristopher Roldan,James Reyes,2,1326790448,2012-01-17 17:54
Erin Hermann,Lucy Davis,3,1326792144,2012-01-17 18:22
Richard Scannell,Patricia Waggner,1,1326811919,2012-01-17 23:51
John Mancilla,Allen Langford,8,1326812066,2012-01-17 23:54
Patricia Waggner,Richard Scannell,1,1326812468,2012-01-18 0:01
Judy Davis,Max Garrison,1,1326816437,2012-01-18 1:07
Max Garrison,Judy Davis,1,1326816531,2012-01-18 1:08
Vera Chafin,Joseph Eskew,3,1326816732,2012-01-18 1:12
Joseph Eskew,Vera Chafin,3,1326817435,2012-01-18 1:23
Lisa Terry,Robert Gillette,1,1326825804,2012-01-18 3:43
Robert Gillette,Lisa Terry,1,1326826028,2012-01-18 3:47
Robert Barnes,Erin Hermann,2,1326833139,2012-01-18 5:45
Tony Creek,Regina Mattioli,2,1326836431,2012-01-18 6:40
Tony Creek,Andrea Weber,2,1326836565,2012-01-18 6:42
Susan Wyse,Don Hudson,4,1326839793,2012-01-18 7:36
Don Hudson,Susan Wyse,3,1326840244,2012-01-18 7:44
Regina Mattioli,Tony Creek,2,1326843873,2012-01-18 8:44
Regina Mattioli,Deborah Tomas,2,1326844111,2012-01-18 8:48
Lucy Davis,Therese Pugh,1,1326846522,2012-01-18 9:28
Therese Pugh,Lucy Davis,1,1326846783,2012-01-18 9:33
Don Hudson,Luis Mcadams,1,1326863467,2012-01-18 14:11
Luis Mcadams,Don Hudson,1,1326863490,2012-01-18 14:11
Richard Scannell,James Reyes,3,1326873887,2012-01-18 17:04
James Glisson,Georgia Wells,2,1326897324,2012-01-18 23:35
James Glisson,Mary Lawrence,1,1326899895,2012-01-19 0:18
James Coleman,Max Garrison,1,1326917825,2012-01-19 5:17
James Reyes,Floyd Jarboe,4,1326923718,2012-01-19 6:55
James Reyes,Georgia Wells,1,1326924938,2012-01-19 7:15
James Reyes,Cristopher Roldan,2,1326926592,2012-01-19 7:43
Mary Schafer,Joey Rawlins,2,1326929146,2012-01-19 8:25
Joey Rawlins,Mary Schafer,2,1326929201,2012-01-19 8:26
Leon Ledbetter,Lisa Terry,1,1326942618,2012-01-19 12:10
Lisa Terry,Leon Ledbetter,1,1326942704,2012-01-19 12:11
Wanda Jackson,Billy Phillips,2,1326947754,2012-01-19 13:35
Billy Phillips,Wanda Jackson,2,1326947898,2012-01-19 13:38
Beatriz Tardy,Billy Phillips,1,1326947951,2012-01-19 13:39
Billy Phillips,Beatriz Tardy,1,1326947970,2012-01-19 13:39
Billy Phillips,Felicia Hopkins,2,1326951743,2012-01-19 14:42
Felicia Hopkins,Billy Phillips,2,1326951814,2012-01-19 14:43
Ronald Leon,Erin Hermann,4,1326993102,2012-01-20 2:11
Erin Hermann,Ronald Leon,4,1326993116,2012-01-20 2:11
Vera Chafin,Brian Tarrant,5,1326998481,2012-01-20 3:41
Vera Chafin,Iris Britt,6,1327008101,2012-01-20 6:21
Lucy Davis,Jessie Pereira,2,1327008402,2012-01-20 6:26
Jessie Pereira,Lucy Davis,3,1327008474,2012-01-20 6:27
John Eby,Lisa Lamon,2,1327013066,2012-01-20 7:44
John Eby,Lisa Terry,3,1327013164,2012-01-20 7:46
Michael Koenig,Judy Davis,5,1327024069,2012-01-20 10:47
Ronald Leon,Kate Lee,2,1327036491,2012-01-20 14:14
Felicia Hopkins,Jeffrey Kahaleua,1,1327046614,2012-01-20 17:03
Estelle Leon,Jessie Pereira,5,1327083457,2012-01-21 3:17
Jessie Pereira,Donna Rodriguez,1,1327083751,2012-01-21 3:22
Donna Rodriguez,Jessie Pereira,1,1327083909,2012-01-21 3:25
Ronald Leon,Robert Weiner,1,1327085834,2012-01-21 3:57
Wanda Jackson,Robert Smith,3,1327090443,2012-01-21 5:14
Luis Rivers,Estelle Leon,1,1327092488,2012-01-21 5:48
Estelle Leon,Luis Rivers,1,1327092521,2012-01-21 5:48
Judy Davis,Joann Behne,1,1327094895,2012-01-21 6:28
Joann Behne,Judy Davis,1,1327095014,2012-01-21 6:30
Wanda Jackson,Beatriz Tardy,1,1327095215,2012-01-21 6:33
Alice Coffey,Audrey Cann,2,1327095673,2012-01-21 6:41
Beatriz Tardy,Wanda Jackson,1,1327096484,2012-01-21 6:54
Deborah Tomas,Regina Mattioli,2,1327099239,2012-01-21 7:40
Judy Davis,Audrey Cann,1,1327100558,2012-01-21 8:02
Judy Davis,Lucas Kirchoff,1,1327100567,2012-01-21 8:02
Mary Lawrence,Travis Stelter,1,1327101392,2012-01-21 8:16
Lucy Davis,Karen Carmichael,1,1327117675,2012-01-21 12:47
Karen Carmichael,Lucy Davis,1,1327117842,2012-01-21 12:50
John Spellman,Leon Ledbetter,3,1327142575,2012-01-21 19:42
George Mclaughlin,Audrey Cann,2,1327149223,2012-01-21 21:33
Brenda Leclair,Sheryl Santos,1,1327150456,2012-01-21 21:54
Tony Creek,Lawrence Utter,4,1327165271,2012-01-22 2:01
Karen Carmichael,Janie Ortega,1,1327170225,2012-01-22 3:23
Janie Ortega,Karen Carmichael,2,1327171389,2012-01-22 3:43
Robert Hall,Beatriz Tardy,1,1327188922,2012-01-22 8:35
Marvin Thomas,Jamaal Nelson,1,1327189156,2012-01-22 8:39
Jamaal Nelson,Marvin Thomas,1,1327189203,2012-01-22 8:40
Marvin Thomas,Lucy Davis,2,1327190509,2012-01-22 9:01
Lucy Davis,Marvin Thomas,2,1327190939,2012-01-22 9:08
Karen Carmichael,Barbara Serrano,1,1327200183,2012-01-22 11:43
Barbara Serrano,Karen Carmichael,1,1327200200,2012-01-22 11:43
Lawrence Utter,Marcus Inda,1,1327203769,2012-01-22 12:42
Marcus Inda,Lawrence Utter,1,1327204087,2012-01-22 12:48
Karen Carmichael,Pat Larson,-1,1327234436,2012-01-22 21:13
Emmett Laine,Wanda Jackson,2,1327246375,2012-01-23 0:32
Georgia Wells,Alfred Sowl,1,1327246503,2012-01-23 0:35
John Spellman,Alfred Sowl,1,1327248196,2012-01-23 1:03
