id,rater,rater_name
1047,1959,Arthur Young
1048,196,Jack Pretti
1049,1960,Thomas Hummel
1050,1961,Kimberly Stassinos
1051,1962,Grady Dejesus
1052,1963,Patricia Perkins
1053,1964,Clarence Moses
1054,1965,Jerry Eanes
1055,1966,Heath Limerick
1056,1967,Mary Roberts
1057,1968,Lee Stracener
1058,1969,Phyllis Dimick
1059,197,Josephine Walls
1060,1970,Kenneth Mintz
1061,1971,Gary Baird
1062,1972,Virginia Thompson
1063,1973,Sherry Roach
1064,1974,Edgar Ramos
1065,1975,Carmen Buckner
1066,1976,Dianne Butler
1067,1977,Allen Case
1068,1978,Cynthia Garcia
1069,1979,Molly Tolbert
1070,198,Eddie Post
1071,1980,Danny Jackson
1072,1981,Ruby Mcclanahan
1073,1982,Susie Matos
1074,1983,Lawrence Coley
1075,1984,Joel Nash
1076,1985,Joseph Francis
1077,1986,Judith Stanley
1078,1987,Lawrence May
1079,1988,Dustin Porter
1080,1989,Gladys Schill
1081,199,Patricia Wright
1082,1990,Jason Mullins
1083,1991,Tim Garcia
1084,1992,Francis Cruz
1085,1993,David Murphy
1086,1994,Lisa Witcher
1087,1995,Paul Garcia
1088,1997,Billy Arrey
1089,1998,Socorro Ramirez
1090,1999,Vernon Gallant
1091,2,Paul Blaylock
1092,20,Edna Smith
1093,200,Robert Holley
1094,2000,Ramon Rivers
1095,2001,Judith Skaggs
1096,2002,Paul Fabert
1097,2003,Michael Rising
1098,2004,Juan Tam
1099,2005,William Dominquez
1100,2006,Annette Aranda
1101,2007,Larry Conger
1102,2008,Lina Loving
1103,2009,Michael Gendel
1104,201,Jose Armbruster
1105,2010,Andrew Deyoe
1106,2011,Angelica Marino
1107,2012,Ingrid Hamlin
1108,2013,Gregory Norcross
1109,2014,Lloyd Polk
1110,2015,Evelyn Hulet
1111,2016,Catherine Cowett
1112,2017,Cindy Teano
1113,2018,Linda Morales
1114,2019,Joel Lupo
1115,202,Laverne Stanley
1116,2020,Tomas Hession
1117,2021,Steven Arredondo
1118,2022,Penny Daniell
1119,2023,Jessica Willis
1120,2024,Ryan Abramowitz
1121,2025,Edna Stoffregen
1122,2026,Paul Vazquez
1123,2027,Willard Sellers
1124,2028,Michael Ashford
1125,2029,Donna Bentley
1126,203,Nakita Kennedy
1127,2030,Richard Cecena
1128,2031,Harold Laumbach
1129,2032,Abraham Honse
1130,2033,Frances Gillis
1131,2034,Ashley Poch
1132,2035,Deborah Ellis
1133,2036,Lisa Pohl
1134,2037,Kimberly Terrell
1135,2038,Corey Yates
1136,2039,Kathleen Greene
1137,204,Victor Ferguson
1138,2040,Jamaal Bass
1139,2041,Kenneth Beard
1140,2042,Gertie Rodriguez
1141,2043,Santiago King
1142,2044,Sonia Priolean
1143,2045,Julissa Mckay
1144,2046,Carol Dixon
1145,2047,Joshua Wellington
1146,2048,Dorothy Gullion
1147,2049,Tracy Moutoux
1148,205,Patricia Victor
1149,2050,Jane Johnson
1150,2051,Aileen Posey
1151,2052,Estelle Catalfamo
1152,2053,Donny Hutchinson
1153,2054,Cecil Whitley
1154,2055,Agnes Knapp
1155,2056,Terry Castellon
1156,2057,Kelley Zamorano
1157,2058,Jimmy Frost
1158,2059,Monica Mendez
1159,206,Raymond Lockwood
1160,2060,Bonnie Rodriguez
1161,2061,James Soapes
1162,2062,Randy Cotton
1163,2063,Jimmie Tidwell
1164,2064,Grace Osteen
1165,2065,John Orosco
1166,2066,Victoria Rich
1167,2067,James Leal
1168,2068,Robert Granier
1169,2069,Mana Crossman
1170,207,Raymond Mcpherson
1171,2070,Ann Harnden
1172,2071,Jean Shields
1173,2072,Franklin Aburto
1174,2073,Kaitlin Harris
1175,2074,Dominic Bryant
1176,2076,Ruby Berry
1177,2077,Esperanza Morrill
1178,2078,Anthony Goff
1179,2079,Robert Galioto
1180,208,Joanne Barnett
1181,2080,Viola Bolton
1182,2081,Christopher Gallegos
1183,2082,Lloyd Roe
1184,2083,Richard Cavanaugh
1185,2084,Diana Elmore
1186,2085,Robert Tran
1187,2086,John Rice
1188,2087,Nellie Arias
1189,2088,Alton Le
1190,2089,Steven Armstrong
1191,209,Leo Davis
1192,2090,Richard Grant
1193,2091,Douglas Tran
1194,2092,Douglas Story
1195,2093,Esperanza Reed
1196,2094,Cecil Hickman
1197,2095,Jordan Mcfadden
1198,2096,Timothy Just
1199,2097,Chester Holt
1200,2098,Carmen Sartain
1201,2099,Zachary Coore
1202,21,Gladys Davis
1203,210,Keith Johnson
1204,2100,Kathleen Gilliland
1205,2101,Albert Peterson
1206,2102,Dana Allen
1207,2103,Helen Trinka
1208,2104,Barbara Atwood
1209,2105,Dorothy Rebuldela
1210,2106,Spring Bright
1211,2107,Kenneth Contreras
1212,2108,Jimmie Kennedy
1213,2109,Thomas Allen
1214,211,Phillip Swanson
1215,2110,Betty Keesee
1216,2111,Deanna Schroeder
1217,2112,Erich Vigue
1218,2113,Darryl Robertson
1219,2114,Melanie Fechtner
1220,2115,Mary Coram
1221,2116,Herman Leal
1222,2117,Karl Girven
1223,2118,Oscar Johnson
1224,2119,Ebony Davis
1225,212,Frederick Kutner
1226,2120,Melvin Westbrook
1227,2121,Melody Lopez
1228,2122,William Piles
1229,2123,Daniel Carone
1230,2124,Kathy Warne
1231,2125,Douglas Mccann
1232,2126,Michael Burnett
1233,2127,Joshua Garcia
1234,2128,Gertrude Gates
1235,2129,Thad Thompson
1236,213,Floyd Mullen
1237,2130,Linda Blough
1238,2131,Margaret Dalton
1239,2132,Tomasa Smith
1240,2133,Liliana Grindstaff
1241,2134,Jose Drummond
1242,2135,Gloria Card
1243,2136,Jacob Martinez
1244,2137,Daniel Russo
1245,2138,Marsha Judd
1246,2139,Alexia Baker
1247,214,Stephen Sanders
1248,2140,Marcus Perry
1249,2141,George Gregory
1250,2142,Helen Goff
1251,2143,James Kwiecien
1252,2144,Nancy Herring
1253,2145,Barbara Searfoss
1254,2146,Mary Durden
1255,2147,Patrick Ventura
1256,2148,Helen Rosenau
1257,2149,Andrew Smith
1258,215,Richard Horton
1259,2150,Melissa Gooden
1260,2151,Mary Eads
1261,2152,Jamie Steel
1262,2153,Virgil Sarracino
1263,2154,Nathan Depew
1264,2155,Raymond Baker
1265,2156,Maria Bane
1266,2157,Cheryl Howell
1267,2158,Mary Love
1268,2159,Charles Jackson
1269,216,Jennifer Perez
1270,2160,Steven Harrington
1271,2161,Dorothy Scholer
1272,2162,Ginger Patterson
1273,2163,Mercedes Haight
1274,2164,Jody Crumpton
1275,2165,Linda Anderson
1276,2166,Charles Ball
1277,2167,Shannon Guess
1278,2168,Roxanne Lavadera
1279,2169,Brian Hurley
1280,217,Daniel Coelho
1281,2170,Norman Whitney
1282,2171,Andy Summey
1283,2172,Jonathan Helmick
1284,2173,Winnie Prokop
1285,2174,Tina Storms
1286,2175,Richard Lapinsky
1287,2176,Janet Kirkham
1288,2177,William Hopson
1289,2178,Natalie Ross
1290,2179,Jerome Sullivan
1291,218,David Franco
1292,2180,William Quint
1293,2181,Betty Price
1294,2182,Kathy Wingate
1295,2183,Richie Eliott
1296,2184,Cindy Mayer
1297,2185,Elena Clark
1298,2186,Thomas Cooper
1299,2187,Benton Weidman
1300,2188,Anna Cabada
1301,2189,Christopher Morrill
1302,219,Bonny Minors
1303,2190,Amy Westervelt
1304,2191,Beth Blackstock
1305,2192,Janyce Hall
1306,2193,Tina Popielarczyk
1307,2194,Thomas Reyes
1308,2195,Katherine Hurst
1309,2196,Judith Kahn
1310,2197,Melissa Hayes
1311,2198,Robert Walsh
1312,2199,Arthur Perez
1313,220,Tamara Jones
1314,2200,Rosie Greenbaum
1315,2201,Beverly Beach
1316,2202,Terry White
1317,2203,Dianna Wallen
1318,2204,Annie Perry
1319,2205,Tennille Lara
1320,2206,Jessie Humphrey
1321,2207,Joyce Kimbrell
1322,2208,Lindsay Brown
1323,2209,Daniel Sell
1324,221,Warren Doney
1325,2210,David Vannostrand
1326,2211,Catherine Miller
1327,2212,Ginger Boone
1328,2213,Carrie Pryor
1329,2214,Shanna Orth
1330,2215,Kellie Bjorseth
1331,2216,Ella Henle
1332,2217,Carol Magill
1333,2218,Ariel Moore
1334,2219,Jim Baldwin
1335,222,Barbara Wark
1336,2220,Ronald Schroeder
1337,2221,Jerilyn Miller
1338,2222,Alice Gross
1339,2223,Lonnie Crabtree
1340,2224,Sharon Kuns
1341,2225,Jose Grossi
1342,2226,Stephanie Danker
1343,2227,Allan Colvin
1344,2228,Lillian Powers
1345,2229,Michael Horton
1346,223,Irene Carr
1347,2230,Oscar Renteria
1348,2231,Leigh Wedemeyer
1349,2232,Tara Coutermarsh
1350,2233,Victoria Ropp
1351,2234,Evelyn Coleman
1352,2235,Jody Davis
1353,2236,Matthew Wiggins
1354,2237,Kara Diehl
1355,2238,Richard Fulmer
1356,2239,Dewayne Mcgruder
1357,224,Christina Haines
1358,2240,Leticia Gardea
1359,2241,Joseph Swanson
1360,2242,Glenn Poole
1361,2243,Kevin Dulac
1362,2244,Ruth Palmer
1363,2245,Joann Carter
1364,2246,Cleo Gainer
1365,2247,Steven Fawver
1366,2248,Bernard Hurd
1367,2249,Belinda Dilks
1368,225,Frances Mccloughan
1369,2250,Gloria Conant
1370,2251,Linnea Baxter
1371,2252,Teri James
1372,2253,Glenn Dotson
1373,2254,Tina Whorton
1374,2255,Ryan Hutton
1375,2256,Silvia Gardenhire
1376,2257,Carolyn Young
1377,2258,Evelyn Smith
1378,2259,Kerri Rock
1379,2260,Manuel Downs
1380,2261,Curtis Zohn
1381,2262,Kimberly Wallace
1382,2263,Myrtle Slade
1383,2264,Dannie Davison
1384,2265,Robert Heiden
1385,2266,Joann Hurt
1386,2267,Lura Lepe
1387,2268,Stuart Duell
1388,2269,Jose Diaz
1389,227,William Ortega
1390,2270,Rebecca Pina
1391,2271,Chad Moore
1392,2272,David Prater
1393,2273,Michael Roman
1394,2274,John Scott
1395,2275,David Mansfield
1396,2276,Elwood Hernandez
1397,2277,Jon Prejean
1398,2278,Ida Smith
1399,2279,Neil Marian
1400,228,Chad Barger
1401,2280,Sara Hood
1402,2281,Theresa Bowman
1403,2282,Jeffrey Greenler
1404,2283,Jose Stroot
1405,2284,James Kelley
1406,2285,Christopher Vollstedt
1407,2286,Kathy Johnson
1408,2287,Mark Moore
1409,2288,Sandra Lilly
1410,2289,Albert Melody
1411,229,Aaron Vaughn
1412,2290,Wilbur Long
1413,2291,Barbara Turpin
1414,2292,Michael Radden
1415,2293,Dorothy Cline
1416,2295,Irene Ibarra
1417,2296,Glenda Labelle
1418,2297,Earl Schultz
1419,2298,Anthony Sterling
1420,2299,Sheila Nix
1421,23,Judy Phan
1422,230,Charles Sanchez
1423,2300,Darlene Balint
1424,2301,Gloria Treaster
1425,2302,Pauline Costanzo
1426,2303,Lynn Smith
1427,2304,Eddie Curry
1428,2305,Paul Diercks
1429,2306,Ida Bell
1430,2307,Michael Biggs
1431,2308,Mamie Burgess
1432,2309,Betty Rustin
1433,231,Emilio Wigfield
1434,2310,Martha Martinez
1435,2311,Nancy Lee
1436,2312,Woodrow Pierce
1437,2313,Donna Nicoll
1438,2314,Daniel Miller
1439,2315,Kay Hansell
1440,2316,Janice Martinez
1441,2317,Lisa Bennett
1442,2318,Edward Ward
1443,2319,Thomas Pack
1444,232,Stephen Kantor
1445,2320,Robert Warner
1446,2321,Cole Cole
1447,2322,Joseph Weaver
1448,2323,David Gamino
1449,2324,Stephen Robinson
1450,2325,Richard Moore
1451,2326,Gerald Patch
1452,2327,Lisa Cook
1453,2328,Elmer Longenberger
1454,2329,Gerald Rehlander
1455,233,Luke Reavis
1456,2330,Norma Dorsey
1457,2331,James Kinsella
1458,2332,George Ley
1459,2333,Stephanie Chapa
1460,2334,Morris Phillips
1461,2335,Ella Thorson
1462,2336,Mark Bennett
1463,2337,Dawn Richardson
1464,2338,Thomas Kenny
1465,2339,Deborah Frost
1466,234,Cory Duncan
1467,2340,Douglas Burgos
1468,2341,Ralph Lemieux
1469,2342,Robert Michalek
1470,2343,Ron Bundy
1471,2344,Bernard Atkinson
1472,2345,Faye Bodak
1473,2346,Shirlene Rojas
1474,2347,Shane Blanchette
1475,2348,Michael Green
1476,2349,Larry Henderson
1477,235,Barbara Summers
1478,2350,Allie Radden
1479,2351,Annette Hodson
1480,2352,Linda Lapointe
1481,2353,Maria Chaney
1482,2354,Jennifer Landis
1483,2355,Ollie Liddell
1484,2356,Ingrid Thomas
1485,2357,Joseph Bozarth
1486,2358,Shirley Martinez
1487,2359,Joe Ochs
1488,236,Stephenie Jethva
1489,2360,Sylvia Belanger
1490,2362,Nancy Miller
1491,2363,Michael Ingram
1492,2364,George Ball
1493,2365,Sarah Larve
1494,2366,Norman Shellum
1495,2367,James Kimble
1496,2368,William Randall
1497,2369,Louis Dick
1498,237,Kris Gagne
1499,2370,Ted Logan
1500,2371,Alfred Nicholson
1501,2372,Maria Reed
1502,2373,Carl Kintzer
1503,2374,Jason Jenkins
1504,2375,Eddie Watkins
1505,2376,Ira Worley
1506,2377,Wallace Knauss
1507,2378,Don Slaughter
1508,2379,Salvatore Dinsmoor
1509,238,Chris Delrosso
1510,2380,Lucas Tenney
1511,2381,Betty Natcher
1512,2382,Jason Hall
1513,2383,Matthew Darling
1514,2384,Fumiko Carter
1515,2385,Clinton Little
1516,2386,Sally Kight
1517,2387,Rickey Wilhelm
1518,2388,Bert Dotolo
1519,2389,Charles Lafrance
1520,239,George Smith
1521,2390,Helen Clark
1522,2391,Terry Fischer
1523,2392,Susan Borg
1524,2393,Cristy Souder
1525,2394,John Palmer
1526,2395,Fabian Hidalgo
1527,2396,Cynthia Schlenz
1528,2397,Charles Duffy
1529,2398,Larry Fernandez
1530,2399,Roberto Staley
1531,240,Michael Tubbs
1532,2400,John Collins
1533,2401,Jerry Caraway
1534,2402,Theresa Harris
1535,2403,Grace Mcnair
1536,2404,Shirley Gill
1537,2405,Candice Alcorn
1538,2406,Larry Perrins
1539,2407,Nila Clark
1540,2408,Woodrow Pearce
1541,2409,Lois Vegetabile
1542,241,Diane Hunt
1543,2410,Matthew Cohen
1544,2411,Jerry Cole
1545,2412,Rose Smith
1546,2413,Cynthia Junkins
1547,2414,James Winkler
1548,2415,Leo Almendarez
1549,2416,Marie Topel
1550,2417,Frank Simmons
1551,2418,Rosanna Galvin
1552,2419,Irene West
1553,242,Priscilla Newman
1554,2420,Calvin Grace
1555,2421,Gary Ivancic
1556,2422,Randi Oconnor
1557,2423,Scottie Lowe
1558,2424,Kevin Gilliam
1559,2425,Cory Taylor
1560,2426,Mildred Kuntz
1561,2427,Patricia Foster
1562,2428,Daniel Hegyi
1563,2429,Joseph Juel
1564,243,Nellie Henderson
1565,2430,Joshua Selfridge
1566,2431,John Ferullo
1567,2432,Judith Sanchez
1568,2433,Sandra Taylor
1569,2434,Natalie Lemm
1570,2435,Thomas Fanning
1571,2436,Jeffrey Burkhart
1572,2437,Rory Clark
1573,2438,Karen Blumenstock
1574,2439,Lisa Meres
1575,244,Luis Daily
1576,2440,Randy Selestewa
1577,2441,Connie Chau
1578,2442,Patricia Poole
1579,2443,William Tiley
1580,2444,Kenneth Cowart
1581,2445,Pedro Silver
1582,2446,Robert Scott
1583,2447,Arnold Smith
1584,2448,Steve Fincher
1585,2449,John Gandolfi
1586,245,Larry Rindels
1587,2450,Virginia Shotwell
1588,2451,Jean Brand
1589,2452,Paul Johnson
1590,2453,Lavonne Aveado
1591,2454,Barbara Wright
1592,2455,Priscilla Zuhlke
1593,2456,William Roeske
1594,2458,Clifford Ward
1595,2459,Sharon Rogers
1596,246,Nancy Gonzalez
1597,2460,Michael Hagen
1598,2461,Wendi Pearson
1599,2462,Eric Wingerd
1600,2463,Jodi Marshall
1601,2464,Paul Richardson
1602,2465,Tyler Gatto
1603,2466,John Chivers
1604,2468,Daniel Hernandez
1605,2469,Pauline Martin
1606,247,Aaron Pena
1607,2470,Douglas Roach
1608,2471,Donna Kelly
1609,2472,Erika Quandt
1610,2473,Carlos Wilson
1611,2474,Pearl Price
1612,2475,Esther Walton
1613,2476,Douglas Davis
1614,2477,Billy Glass
1615,2478,Larry Hawthorne
1616,2479,Norman Hudson
1617,248,Joan Hinze
1618,2480,William Jones
1619,2481,Rose Robinson
1620,2482,Louis Gaddis
1621,2483,Bruce Goldstein
1622,2484,Jana Bennett
1623,2485,Stephen Garcia
1624,2486,Stephen Bly
1625,2487,Marc Cheesman
1626,2488,Patty Forman
1627,2489,Ernest Hobden
1628,249,Nicholas Bradley
1629,2490,Bennett Brown
1630,2491,Judith French
1631,2492,Sandra Miller
1632,2493,Kellie Crosby
1633,2494,Debra Torris
1634,2495,Maricela Klein
1635,2496,James Dean
1636,2497,Louise Mccarthy
1637,2498,Charlotte Cupples
1638,2499,Kristin Arrington
1639,25,Julie Goldberg
1640,250,Kathryn Wallace
1641,2500,Martin Nevin
1642,2501,Ashley Mcguire
1643,2502,Clara Boyd
1644,2503,Sergio Smith
1645,2504,Jessica Spiegel
1646,2505,Michelle Bacon
1647,2506,Betty Dustin
1648,2507,Margaret Emery
1649,2508,Rebecca Huntsman
1650,2509,Patricia Bridgewater
1651,251,Austin Moore
1652,2510,Katherine Pritchett
1653,2511,Kathi Rutledge
1654,2512,Charlie Singh
1655,2513,Jack Dipaolo
1656,2514,Melvin Dellano
1657,2515,Shannon Tanner
1658,2516,Sandra Felix
1659,2517,Zandra Garcia
1660,2518,Catherine Ferrer
1661,2519,Jennifer Agee
1662,252,Michael Marbury
1663,2520,Sammy Perez
1664,2521,Janet Richardson
1665,2522,Judith Mcwaters
1666,2523,Clarence Guy
1667,2524,Jackie Rangel
1668,2525,Tyrone Bradford
1669,2526,Tamera Willis
1670,2527,Edythe Cole
1671,2528,Joy Pogue
1672,2529,Alex Goldberg
1673,253,Elaine Green
1674,2530,Maurice Butler
1675,2531,Josephine Sullivan
1676,2532,Roberto Havard
1677,2533,Joseph Tyler
1678,2534,Denise Souza
1679,2535,Jeff Crowder
1680,2536,Bryan Parker
1681,2537,William Wallace
1682,2538,Jody Jarvis
1683,2539,Amanda Johnson
1684,254,Martin Madero
1685,2540,Bill Ristau
1686,2541,Dolores English
1687,2542,Terry Rolle
1688,2543,Ryan Heineman
1689,2544,Raymond Distasio
1690,2545,Lisa Turner
1691,2546,Catherine Verley
1692,2547,Shelia Tomlinson
1693,2548,Mary Baker
1694,2549,Natasha Dwight
1695,255,Scott Pyle
1696,2550,Danielle Frank
1697,2551,Jack Kraemer
1698,2552,Tia Yanez
1699,2553,Ralph Tennyson
1700,2555,Emily Chennault
1701,2556,Matthew Hudock
1702,2557,Rodney Parsons
1703,2558,Erik Stone
1704,2559,Randy Whitehead
1705,256,Barbara Serrano
1706,2561,Heather Phillips
1707,2562,Michelle Ward
1708,2563,Heather Michael
1709,2564,Linda Domingo
1710,2565,James Egan
1711,2566,Connie Schuler
1712,2567,Jennifer Petaway
1713,2568,Ramon Taylor
1714,2569,Dorothy Boteilho
1715,257,Sue Marks
1716,2570,Doris Everett
1717,2571,Joseph Wall
1718,2572,Jason Smyer
1719,2573,Sarah White
1720,2574,Brett Wells
1721,2575,Kenneth Matlock
1722,2576,Ruby Tinnin
1723,2577,Ammie Snow
1724,2578,Arthur Garvey
1725,2579,Joan Copper
1726,258,Timothy Shannon
1727,2580,Sandra Spooner
1728,2581,Stephen Cobb
1729,2582,Jeannette Randall
1730,2584,Arlene Gullo
1731,2585,Jean Mccomber
1732,2586,Neva Dowell
1733,2587,Dinah Abrams
1734,2588,William Sweeden
1735,2589,Teresa Martin
1736,259,Charles Bent
1737,2590,Curtis Biggs
1738,2591,Walter Warr
1739,2592,Frances Barnes
1740,2593,Matthew Mcclung
1741,2594,Debbie Koontz
1742,2595,Tommy Kasper
1743,2596,Warren Tucker
1744,2597,Marion Besaw
1745,2598,Minnie Korn
1746,2599,Jean Burgess
1747,26,Alan Smith
1748,260,Tomas Aylsworth
1749,2600,Richard Colligan
1750,2601,Scott Lederman
1751,2602,Harold Boese
1752,2603,Leonard Rivera
1753,2604,Daniel Eldridge
1754,2605,Willie Sloan
1755,2606,Edgar Lederman
1756,2607,Sharon Greiner
1757,2608,Mary Berti
1758,2609,Edward Britt
1759,261,Arthur Silva
1760,2610,Cindy Cochran
1761,2611,Leslie Mccaslin
1762,2612,Courtney Cullinane
1763,2613,Gertrude Jackson
1764,2614,Gregory Hooker
1765,2615,Christa Taylor
1766,2616,Rodney Firestone
1767,2617,Heidi Cregan
1768,2618,Carol Martin
1769,2619,Keith Niemczyk
1770,262,Dana Brooks
1771,2620,Jerry Park
1772,2621,Luz Choquette
1773,2622,Mindy Simmons
1774,2623,James Blanchard
1775,2624,Hazel Brown
1776,2625,Rocco Bassett
1777,2626,Glenn Thomas
1778,2627,Steven Poux
1779,2628,Roosevelt Bruss
1780,2629,Edith Green
1781,263,Ruby Ainsworth
1782,2630,Fiona Cronk
1783,2631,Patricia Sims
1784,2632,Nick Maxey
1785,2633,Johnny Ishikawa
1786,2634,Keely Wood
1787,2635,Jean Carter
1788,2636,Jon Ocegueda
1789,2637,Shyla Duckworth
1790,2638,Sally Vellucci
1791,2639,Bridget Jenkins
1792,264,Mariann Gibson
1793,2640,Rachel Schaff
1794,2641,Norma Downey
1795,2642,Delores Youssefi
1796,2643,Jeanette Bank
1797,2644,Raul Wethington
1798,2645,Phillip Cripe
1799,2646,Glenn Brunner
1800,2647,Roy Reaves
1801,2648,Jean Fox
1802,2649,Katrina Ross
1803,265,Suzanne Campbell
1804,2651,Maria Johnston
1805,2652,Rocky Murphy
1806,2653,Dennis Bucker
1807,2654,Dorothy Folsom
1808,2655,Ruby Li
1809,2656,James Shen
1810,2657,Maria Rodriguez
1811,2658,Mary Atkins
1812,2659,Amy Head
1813,266,William Smithson
1814,2660,Mary Wertz
1815,2661,Cheri Moeller
1816,2662,Norma Pelzer
1817,2663,Ralph Thames
1818,2664,Melanie Turner
1819,2665,Shawna Amadon
1820,2666,Richard Phillips
1821,2667,Lucienne Powell
1822,2668,Minnie Harris
1823,2669,Claude Villanueva
1824,267,Heather Badami
1825,2670,Howard Shake
1826,2671,Maria Mims
1827,2672,Benny Cass
1828,2673,Dale Johnson
1829,2674,Peter Hardaway
1830,2675,Patsy Stainback
1831,2676,Sarah Hayes
1832,2677,Rebecca Mihelich
1833,2678,Robert Lastufka
1834,2679,Yvonne Root
1835,268,Samuel Cimini
1836,2680,Matthew Tallent
1837,2681,Ruthie Reader
1838,2682,Barbara Prosser
1839,2683,Kerri Dickinson
1840,2684,Dennis Dyer
1841,2685,Claudette Montoya
1842,2686,Jason Stewart
1843,2687,Karen Barton
1844,2688,Lillian Carpenter
1845,2689,Vicki Young
1846,269,Jeremiah Roberts
1847,2690,Willie Casteel
1848,2691,Lori Lynn
1849,2692,Grace Teixeira
1850,2693,Janie Goss
1851,2694,Ralph Lord
1852,2695,Carolyn Obrecht
1853,2696,Robert Kelly
1854,2697,David Holleran
1855,2698,Lawrence Nowell
1856,2699,Crystal Nichols
1857,270,Carlos Zager
1858,2700,Debbie Owens
1859,2701,Henry Lizaola
1860,2702,Linda Saleh
1861,2703,Tom Lesperance
1862,2704,William Radcliff
1863,2705,Susan Randazzo
1864,2706,Patti Topps
1865,2707,Margo Eitniear
1866,2708,John Wallace
1867,2709,Gail Howe
1868,271,Paul Parker
1869,2710,Robert Moore
1870,2711,Angel Wood
1871,2712,Margaret Stephens
1872,2713,Courtney Taylor
1873,2714,William Withem
1874,2715,Charles Sherwood
1875,2716,Ernest Shirk
1876,2717,Keith Anselmo
1877,2718,Patricia Taylor
1878,2719,Gary Kieffer
1879,272,Betty Schutz
1880,2720,Clinton Shelvey
1881,2721,Edward Sapienza
1882,2722,Brandon Heaps
1883,2723,Sara Owens
1884,2724,Tamar Filip
1885,2725,Louise Perez
1886,2726,Tyrone Lanham
1887,2727,Isiah Waldschmidt
1888,2728,Gregory Torres
1889,2729,Brock Sindorf
1890,273,Gerald Seale
1891,2730,Marion Baughman
1892,2731,Phyllis Schuster
1893,2732,Joe Omalley
1894,2733,Lawrence Carver
1895,2734,Melissa Vidot
1896,2735,Samuel Gagnon
1897,2736,Alison Goodier
1898,2737,Sheila Jones
1899,2738,Lucy Moon
1900,2739,Sharon Wright
1901,274,Grace Wackerly
1902,2740,James Allison
1903,2741,William Hampson
1904,2742,Louis Templeton
1905,2743,Rebecca Chang
1906,2744,Suzanne Thorngren
1907,2745,Lynn Kelly
1908,2746,Carlos Willingham
1909,2747,Ronnie Erickson
1910,2748,Bridget Harrington
1911,2749,Ken Keane
1912,275,Yvonne Coxon
1913,2750,Richard Morreale
1914,2751,Stephanie Black
1915,2752,Aaron Chapman
1916,2753,Roger Hawkins
1917,2754,William Tylor
1918,2755,Deborah Tarter
1919,2756,Juan Rodriguez
1920,2757,Jack Lucas
1921,2758,Rodney Elias
1922,2759,Tina Boone
1923,276,Crystal Flynn
1924,2760,Alyse Graves
1925,2761,Carmen Brown
1926,2762,Betty Ray
1927,2763,Maria Eskridge
1928,2765,Geneva Johnson
1929,2766,James Castle
1930,2767,Susan Miller
1931,2768,Otha Burch
1932,2769,Lloyd Rodriguez
1933,277,Hortencia Mcclendon
1934,2770,Robert Cox
1935,2771,Hannah Carter
1936,2772,Donna Morgan
1937,2773,Norma Redinger
1938,2774,Danny Dunn
1939,2775,Howard Blasengame
1940,2776,Blanche Valles
1941,2777,Angeline Salinas
1942,2778,Raymond Gomes
1943,2779,Frank Kramer
1944,278,Matthew Shelton
1945,2780,Larry Johnson
1946,2781,Joan Bedford
1947,2782,Joshua Juarez
1948,2783,Maria Bourdier
1949,2784,Linda Greer
1950,2785,Barbara Ny
1951,2786,Angela Jensen
1952,2787,Rickey Gallian
1953,2788,Linda Belk
1954,2789,Michelle Dickens
1955,279,Damien Billiot
1956,2790,Edna Coleman
1957,2791,Charles Martin
1958,2792,Michael Goeltz
1959,2793,Henry Garvey
1960,2794,Patricia Kyle
1961,2795,Ramon Woodward
1962,2796,Janis Body
1963,2797,Noel Petersen
1964,2798,Gabriela Mooney
1965,2799,Jamie Grandfield
1966,28,Angela Sullivan
1967,280,Allen Wilson
1968,2800,Lina Maynard
1969,2801,Joan Colon
1970,2802,Ryan Burton
1971,2803,Larry Holder
1972,2804,Mabel Batie
1973,2805,Jacalyn Edwards
1974,2806,Jan Montes
1975,2807,Jose Smith
1976,2808,Danielle Rangel
1977,2809,Joseph Seiber
1978,281,Reginald Spring
1979,2810,William Sartor
1980,2811,Hailey Decamp
1981,2812,Tracy Brown
1982,2813,Romeo Dalton
1983,2814,Susan Massenburg
1984,2815,Robert Torres
1985,2816,Matthew Caouette
1986,2817,Lauryn More
1987,2818,Gina Schmidt
1988,2819,Deborah Stapp
1989,282,Charles Cheatham
1990,2820,Jose Solomon
1991,2821,Melba Johnson
1992,2822,Arlene Mclaughlin
1993,2823,Laura Hatala
1994,2824,Ryan Kendall
1995,2825,Robert Degan
1996,2826,Shirley Ramirez
1997,2827,Herbert Velasquez
1998,2828,Robert White
1999,2829,Denny Weatherford
2000,283,Anthony Leahy
2001,2830,Louise Wiggins
2002,2831,Marietta Somerville
2003,2832,Priscilla Bukhari
2004,2833,Cathy Smith
2005,2834,Leslie George
2006,2835,Laurie Peters
2007,2836,Jack Merrow
2008,2837,Delbert Brennan
2009,2838,Andrew Martinez
2010,2839,Joseph Goff
2011,284,Johnny Greenley
2012,2840,Shirley Alba
2013,2841,Matthew Devries
2014,2843,Delfina Quillen
2015,2844,Deana Kennedy
2016,2845,Arlene Hickey
2017,2846,Valerie Jackson
2018,2847,Lloyd Hollis
2019,2848,Rick Gonzalez
2020,2849,Jeanette Rogers
2021,285,Lillie Maldonado
2022,2850,Bruce Reily
2023,2851,Marlena Puckett
